Assignment 8 - Question 1 Aggregation Report

facility_name	provider_name	years_experience	facility_mean_experience	facility_std_experience	facility_zscore_experience	facility_total_service_charge
Emergency Medical Center	Alex Garcia	33	19.66868686868687	11.023866696226115	1.2093137098507316	310735.25
Primary Care Clinic	Riley Miller	16	20.102970297029703	11.077168491755957	-0.370398834330568	323315.71
Surgical Specialty Center	Sam Miller	11	20.778181818181817	11.35813247735185	-0.8608969685535488	349909.18
Regional Medical Center	Taylor Rodriguez	11	20.209205020920503	11.57593465333748	-0.7955474263380866	316284.98
Pediatric Care Center	Alex Smith	28	19.811676082862522	10.999242478915267	0.7444443499480885	361811.04
Cardiology Specialty Center	Casey Smith	39	19.31972789115646	10.484611924077868	1.8770625228052433	276658.83
Cardiology Specialty Center	Quinn Smith	24	19.31972789115646	10.484611924077868	0.44639440569996813	276658.83
Pediatric Care Center	Quinn Garcia	14	19.811676082862522	10.999242478915267	-0.5283705758831188	361811.04
Northside Urgent Care	Drew Jones	8	20.137014314928425	10.581438670904161	-1.1470098435954308	297283.06
City General Hospital	Jordan Anderson	34	19.5630081300813	10.702137018258142	1.3489821561141286	295508.13
Oncology Treatment Center	Taylor Davis	16	19.3811394891945	10.87238600488255	-0.3109841287529806	334927.3
Community Health Clinic	Sam Williams	30	20.16078431372549	11.04401051893677	0.8909096626993934	334992.21
Oncology Treatment Center	Casey Wilson	8	19.3811394891945	10.87238600488255	-1.046793177144693	334927.3
City General Hospital	Drew Davis	24	19.5630081300813	10.702137018258142	0.4145893350411295	295508.13
Oncology Treatment Center	Cameron Johnson	14	19.3811394891945	10.87238600488255	-0.4949363908509087	334927.3
Oncology Treatment Center	Jamie Martinez	26	19.3811394891945	10.87238600488255	0.6087771817366598	334927.3
Surgical Specialty Center	Taylor Anderson	22	20.778181818181817	11.35813247735185	0.10757210168612592	349909.18
Emergency Medical Center	Cameron Miller	20	19.66868686868687	11.023866696226115	0.03005416705796631	310735.25
Community Health Clinic	Jamie Garcia	8	20.16078431372549	11.04401051893677	-1.101120312487373	334992.21
Oncology Treatment Center	Avery Smith	24	19.3811394891945	10.87238600488255	0.4248249196387317	334927.3
Surgical Specialty Center	Riley Smith	21	20.778181818181817	11.35813247735185	0.01952945893706458	349909.18
Community Health Clinic	Jordan Martinez	23	20.16078431372549	11.04401051893677	0.25708194332178597	334992.21
Community Health Clinic	Alex Jones	4	20.16078431372549	11.04401051893677	-1.4633075807031488	334992.21
Community Health Clinic	Cameron Anderson	1	20.16078431372549	11.04401051893677	-1.7349480318649806	334992.21
Cardiology Specialty Center	Taylor Garcia	39	19.31972789115646	10.484611924077868	1.8770625228052433	276658.83
Regional Medical Center	Alex Miller	9	20.209205020920503	11.57593465333748	-0.9683196525032867	316284.98
City General Hospital	Taylor Johnson	39	19.5630081300813	10.702137018258142	1.816178566650628	295508.13
Northside Urgent Care	Alex Wilson	26	20.137014314928425	10.581438670904161	0.5540820929381803	297283.06
Northside Urgent Care	Drew Smith	34	20.137014314928425	10.581438670904161	1.3101229536197854	297283.06
Community Health Clinic	Riley Smith	12	20.16078431372549	11.04401051893677	-0.7389330442715972	334992.21
Primary Care Clinic	Quinn Rodriguez	5	20.102970297029703	11.077168491755957	-1.363432388725503	323315.71
Oncology Treatment Center	Avery Smith	21	19.3811394891945	10.87238600488255	0.1488965264918396	334927.3
Primary Care Clinic	Taylor Rodriguez	28	20.102970297029703	11.077168491755957	0.7129104977366338	323315.71
Northside Urgent Care	Riley Smith	30	20.137014314928425	10.581438670904161	0.9321025232789828	297283.06
Community Health Clinic	Jamie Rodriguez	19	20.16078431372549	11.04401051893677	-0.10510532489398977	334992.21
Emergency Medical Center	Jordan Anderson	1	19.66868686868687	11.023866696226115	-1.6934790108699214	310735.25
City General Hospital	Taylor Davis	9	19.5630081300813	10.702137018258142	-0.9869998965683691	295508.13
Northside Urgent Care	Taylor Brown	21	20.137014314928425	10.581438670904161	0.08155655501217723	297283.06
Surgical Specialty Center	Alex Garcia	33	20.778181818181817	11.35813247735185	1.0760411719258007	349909.18
City General Hospital	Casey Garcia	22	19.5630081300813	10.702137018258142	0.22771077082652968	295508.13
Emergency Medical Center	Alex Rodriguez	8	19.66868686868687	11.023866696226115	-1.0584931032122786	310735.25
Surgical Specialty Center	Quinn Wilson	20	20.778181818181817	11.35813247735185	-0.06851318381199675	349909.18
Community Health Clinic	Casey Smith	34	20.16078431372549	11.04401051893677	1.2530969309151692	334992.21
Emergency Medical Center	Riley Miller	35	19.66868686868687	11.023866696226115	1.3907382548957723	310735.25
City General Hospital	Quinn Anderson	35	19.5630081300813	10.702137018258142	1.4424214382214284	295508.13
Regional Medical Center	Taylor Davis	39	20.209205020920503	11.57593465333748	1.6232637399747143	316284.98
Pediatric Care Center	Alex Miller	27	19.811676082862522	10.999242478915267	0.6535289981030022	361811.04
Community Health Clinic	Taylor Anderson	33	20.16078431372549	11.04401051893677	1.1625501138612253	334992.21
Regional Medical Center	Casey Garcia	22	20.209205020920503	11.57593465333748	0.15469981757051376	316284.98
Primary Care Clinic	Cameron Smith	5	20.102970297029703	11.077168491755957	-1.363432388725503	323315.71
City General Hospital	Drew Williams	27	19.5630081300813	10.702137018258142	0.6949071813630292	295508.13
City General Hospital	Jamie Williams	27	19.5630081300813	10.702137018258142	0.6949071813630292	295508.13
Oncology Treatment Center	Jamie Davis	10	19.3811394891945	10.87238600488255	-0.8628409150467649	334927.3
Cardiology Specialty Center	Casey Williams	15	19.31972789115646	10.484611924077868	-0.412006464563197	276658.83
Primary Care Clinic	Cameron Anderson	1	20.102970297029703	11.077168491755957	-1.7245354994145703	323315.71
Cardiology Specialty Center	Alex Garcia	6	19.31972789115646	10.484611924077868	-1.2704073348263623	276658.83
Oncology Treatment Center	Alex Williams	6	19.3811394891945	10.87238600488255	-1.230745439242621	334927.3
Emergency Medical Center	Quinn Anderson	17	19.66868686868687	11.023866696226115	-0.2420826505095949	310735.25
Primary Care Clinic	Jordan Wilson	25	20.102970297029703	11.077168491755957	0.4420831647198334	323315.71
Cardiology Specialty Center	Sam Williams	30	19.31972789115646	10.484611924077868	1.0186616525420782	276658.83
Emergency Medical Center	Jamie Brown	21	19.66868686868687	11.023866696226115	0.12076643958048672	310735.25
Surgical Specialty Center	Quinn Smith	19	20.778181818181817	11.35813247735185	-0.1565558265610581	349909.18
Surgical Specialty Center	Cameron Smith	5	20.778181818181817	11.35813247735185	-1.3891528250479168	349909.18
Northside Urgent Care	Cameron Williams	6	20.137014314928425	10.581438670904161	-1.3360200587658322	297283.06
Northside Urgent Care	Morgan Davis	21	20.137014314928425	10.581438670904161	0.08155655501217723	297283.06
Regional Medical Center	Drew Jones	26	20.209205020920503	11.57593465333748	0.5002442699009139	316284.98
Surgical Specialty Center	Taylor Williams	8	20.778181818181817	11.35813247735185	-1.1250248968007328	349909.18
Northside Urgent Care	Quinn Wilson	20	20.137014314928425	10.581438670904161	-0.012948552573023393	297283.06
Regional Medical Center	Alex Garcia	33	20.209205020920503	11.57593465333748	1.1049470614791141	316284.98
Primary Care Clinic	Riley Jones	19	20.102970297029703	11.077168491755957	-0.09957150131376757	323315.71
Pediatric Care Center	Avery Davis	36	19.811676082862522	10.999242478915267	1.4717671647087784	361811.04
Regional Medical Center	Avery Johnson	4	20.209205020920503	11.57593465333748	-1.4002502179162868	316284.98
Regional Medical Center	Quinn Johnson	29	20.209205020920503	11.57593465333748	0.759402609148714	316284.98
Primary Care Clinic	Riley Miller	39	20.102970297029703	11.077168491755957	1.705944052131569	323315.71
Emergency Medical Center	Avery Smith	24	19.66868686868687	11.023866696226115	0.3929032571480479	310735.25
Cardiology Specialty Center	Casey Garcia	26	19.31972789115646	10.484611924077868	0.6371501546473382	276658.83
Oncology Treatment Center	Taylor Anderson	33	19.3811394891945	10.87238600488255	1.252610099079408	334927.3
City General Hospital	Taylor Brown	35	19.5630081300813	10.702137018258142	1.4424214382214284	295508.13
Surgical Specialty Center	Jordan Wilson	27	20.778181818181817	11.35813247735185	0.5477853154314326	349909.18
Oncology Treatment Center	Avery Anderson	26	19.3811394891945	10.87238600488255	0.6087771817366598	334927.3
Emergency Medical Center	Cameron Davis	22	19.66868686868687	11.023866696226115	0.21147871210300712	310735.25
Northside Urgent Care	Jamie Jones	11	20.137014314928425	10.581438670904161	-0.863494520839829	297283.06
Surgical Specialty Center	Jordan Miller	22	20.778181818181817	11.35813247735185	0.10757210168612592	349909.18
Northside Urgent Care	Cameron Garcia	33	20.137014314928425	10.581438670904161	1.2156178460345848	297283.06
Regional Medical Center	Alex Miller	27	20.209205020920503	11.57593465333748	0.5866303829835139	316284.98
Pediatric Care Center	Drew Williams	11	19.811676082862522	10.999242478915267	-0.8011166314183774	361811.04
Surgical Specialty Center	Jordan Wilson	30	20.778181818181817	11.35813247735185	0.8119132436786167	349909.18
Surgical Specialty Center	Jordan Rodriguez	11	20.778181818181817	11.35813247735185	-0.8608969685535488	349909.18
Pediatric Care Center	Riley Davis	21	19.811676082862522	10.999242478915267	0.10803688703248487	361811.04
Surgical Specialty Center	Casey Rodriguez	24	20.778181818181817	11.35813247735185	0.2836573871842486	349909.18
Community Health Clinic	Avery Johnson	4	20.16078431372549	11.04401051893677	-1.4633075807031488	334992.21
Community Health Clinic	Drew Jones	26	20.16078431372549	11.04401051893677	0.5287223944836177	334992.21
Community Health Clinic	Drew Wilson	37	20.16078431372549	11.04401051893677	1.524737382077001	334992.21
Northside Urgent Care	Drew Smith	4	20.137014314928425	10.581438670904161	-1.5250302739362334	297283.06
Primary Care Clinic	Jamie Jones	22	20.102970297029703	11.077168491755957	0.1712558317030329	323315.71
Emergency Medical Center	Jordan Brown	37	19.66868686868687	11.023866696226115	1.5721627999408132	310735.25
Northside Urgent Care	Alex Brown	15	20.137014314928425	10.581438670904161	-0.4854740904990265	297283.06
Regional Medical Center	Drew Smith	34	20.209205020920503	11.57593465333748	1.1913331745617142	316284.98
Regional Medical Center	Morgan Miller	9	20.209205020920503	11.57593465333748	-0.9683196525032867	316284.98
City General Hospital	Casey Garcia	26	19.5630081300813	10.702137018258142	0.6014678992557293	295508.13
Community Health Clinic	Casey Johnson	19	20.16078431372549	11.04401051893677	-0.10510532489398977	334992.21
Surgical Specialty Center	Alex Martinez	16	20.778181818181817	11.35813247735185	-0.4206837548082421	349909.18
Community Health Clinic	Sam Martinez	12	20.16078431372549	11.04401051893677	-0.7389330442715972	334992.21
Surgical Specialty Center	Cameron Martinez	28	20.778181818181817	11.35813247735185	0.635827958180494	349909.18
Oncology Treatment Center	Riley Smith	21	19.3811394891945	10.87238600488255	0.1488965264918396	334927.3
Primary Care Clinic	Drew Rodriguez	27	20.102970297029703	11.077168491755957	0.622634720064367	323315.71
Regional Medical Center	Avery Jones	19	20.209205020920503	11.57593465333748	-0.10445852167728635	316284.98
Cardiology Specialty Center	Jordan Anderson	32	19.31972789115646	10.484611924077868	1.2094174014894483	276658.83
Emergency Medical Center	Jamie Brown	4	19.66868686868687	11.023866696226115	-1.4213421933023602	310735.25
Pediatric Care Center	Alex Brown	12	19.811676082862522	10.999242478915267	-0.7102012795732913	361811.04
Emergency Medical Center	Taylor Rodriguez	3	19.66868686868687	11.023866696226115	-1.5120544658248807	310735.25
Emergency Medical Center	Morgan Wilson	8	19.66868686868687	11.023866696226115	-1.0584931032122786	310735.25
Northside Urgent Care	Casey Smith	34	20.137014314928425	10.581438670904161	1.3101229536197854	297283.06
Community Health Clinic	Casey Jones	6	20.16078431372549	11.04401051893677	-1.282213946595261	334992.21
Regional Medical Center	Quinn Jones	11	20.209205020920503	11.57593465333748	-0.7955474263380866	316284.98
Pediatric Care Center	Riley Johnson	21	19.811676082862522	10.999242478915267	0.10803688703248487	361811.04
Primary Care Clinic	Avery Miller	24	20.102970297029703	11.077168491755957	0.35180738704756653	323315.71
Northside Urgent Care	Morgan Miller	15	20.137014314928425	10.581438670904161	-0.4854740904990265	297283.06
Surgical Specialty Center	Drew Jones	8	20.778181818181817	11.35813247735185	-1.1250248968007328	349909.18
Regional Medical Center	Jamie Rodriguez	9	20.209205020920503	11.57593465333748	-0.9683196525032867	316284.98
Oncology Treatment Center	Drew Johnson	20	19.3811394891945	10.87238600488255	0.05692039544287556	334927.3
City General Hospital	Jordan Wilson	11	19.5630081300813	10.702137018258142	-0.8001213323537693	295508.13
Surgical Specialty Center	Morgan Williams	19	20.778181818181817	11.35813247735185	-0.1565558265610581	349909.18
Regional Medical Center	Riley Johnson	21	20.209205020920503	11.57593465333748	0.06831370448791373	316284.98
City General Hospital	Riley Johnson	23	19.5630081300813	10.702137018258142	0.3211500529338296	295508.13
City General Hospital	Taylor Anderson	12	19.5630081300813	10.702137018258142	-0.7066820502464694	295508.13
Primary Care Clinic	Morgan Miller	15	20.102970297029703	11.077168491755957	-0.4606746120028349	323315.71
Community Health Clinic	Alex Jones	22	20.16078431372549	11.04401051893677	0.16653512626784203	334992.21
Northside Urgent Care	Jamie Jones	13	20.137014314928425	10.581438670904161	-0.6744843056694277	297283.06
Community Health Clinic	Drew Smith	34	20.16078431372549	11.04401051893677	1.2530969309151692	334992.21
City General Hospital	Avery Davis	37	19.5630081300813	10.702137018258142	1.6293000024360282	295508.13
Surgical Specialty Center	Quinn Smith	23	20.778181818181817	11.35813247735185	0.19561474443518728	349909.18
Regional Medical Center	Quinn Jones	11	20.209205020920503	11.57593465333748	-0.7955474263380866	316284.98
Pediatric Care Center	Taylor Miller	6	19.811676082862522	10.999242478915267	-1.2556933906438086	361811.04
Emergency Medical Center	Riley Martinez	14	19.66868686868687	11.023866696226115	-0.5142194680771561	310735.25
Surgical Specialty Center	Taylor Rodriguez	28	20.778181818181817	11.35813247735185	0.635827958180494	349909.18
Oncology Treatment Center	Jordan Brown	28	19.3811394891945	10.87238600488255	0.7927294438345879	334927.3
Oncology Treatment Center	Jamie Brown	2	19.3811394891945	10.87238600488255	-1.5986499634384772	334927.3
Emergency Medical Center	Quinn Wilson	13	19.66868686868687	11.023866696226115	-0.6049317405996765	310735.25
Oncology Treatment Center	Taylor Davis	26	19.3811394891945	10.87238600488255	0.6087771817366598	334927.3
Surgical Specialty Center	Taylor Anderson	7	20.778181818181817	11.35813247735185	-1.2130675395497943	349909.18
Oncology Treatment Center	Alex Martinez	16	19.3811394891945	10.87238600488255	-0.3109841287529806	334927.3
Primary Care Clinic	Sam Williams	28	20.102970297029703	11.077168491755957	0.7129104977366338	323315.71
Pediatric Care Center	Drew Williams	3	19.811676082862522	10.999242478915267	-1.5284394461790674	361811.04
Primary Care Clinic	Taylor Davis	26	20.102970297029703	11.077168491755957	0.5323589423921002	323315.71
Regional Medical Center	Jamie Smith	21	20.209205020920503	11.57593465333748	0.06831370448791373	316284.98
City General Hospital	Taylor Davis	25	19.5630081300813	10.702137018258142	0.5080286171484294	295508.13
Northside Urgent Care	Taylor Brown	21	20.137014314928425	10.581438670904161	0.08155655501217723	297283.06
Regional Medical Center	Cameron Anderson	39	20.209205020920503	11.57593465333748	1.6232637399747143	316284.98
City General Hospital	Jordan Brown	37	19.5630081300813	10.702137018258142	1.6293000024360282	295508.13
Oncology Treatment Center	Cameron Anderson	39	19.3811394891945	10.87238600488255	1.8044668853731922	334927.3
Oncology Treatment Center	Sam Martinez	12	19.3811394891945	10.87238600488255	-0.6788886529488367	334927.3
Cardiology Specialty Center	Morgan Anderson	18	19.31972789115646	10.484611924077868	-0.12587284114214198	276658.83
Regional Medical Center	Sam Williams	28	20.209205020920503	11.57593465333748	0.6730164960661139	316284.98
Regional Medical Center	Avery Martinez	39	20.209205020920503	11.57593465333748	1.6232637399747143	316284.98
Pediatric Care Center	Riley Anderson	20	19.811676082862522	10.999242478915267	0.017121535187398635	361811.04
Pediatric Care Center	Casey Garcia	28	19.811676082862522	10.999242478915267	0.7444443499480885	361811.04
City General Hospital	Jordan Anderson	3	19.5630081300813	10.702137018258142	-1.5476355892121685	295508.13
Emergency Medical Center	Quinn Jones	32	19.66868686868687	11.023866696226115	1.1186014373282112	310735.25
Pediatric Care Center	Taylor Anderson	12	19.811676082862522	10.999242478915267	-0.7102012795732913	361811.04
Primary Care Clinic	Taylor Anderson	12	20.102970297029703	11.077168491755957	-0.7315019450196353	323315.71
Community Health Clinic	Cameron Miller	30	20.16078431372549	11.04401051893677	0.8909096626993934	334992.21
Surgical Specialty Center	Jamie Rodriguez	9	20.778181818181817	11.35813247735185	-1.0369822540516715	349909.18
Pediatric Care Center	Jamie Martinez	3	19.811676082862522	10.999242478915267	-1.5284394461790674	361811.04
Surgical Specialty Center	Sam Smith	31	20.778181818181817	11.35813247735185	0.899955886427678	349909.18
Pediatric Care Center	Avery Brown	26	19.811676082862522	10.999242478915267	0.562613646257916	361811.04
Surgical Specialty Center	Riley Brown	4	20.778181818181817	11.35813247735185	-1.4771954677969783	349909.18
Oncology Treatment Center	Cameron Davis	33	19.3811394891945	10.87238600488255	1.252610099079408	334927.3
Cardiology Specialty Center	Alex Anderson	6	19.31972789115646	10.484611924077868	-1.2704073348263623	276658.83
Regional Medical Center	Cameron Miller	20	20.209205020920503	11.57593465333748	-0.018072408594686316	316284.98
Emergency Medical Center	Cameron Anderson	39	19.66868686868687	11.023866696226115	1.753587344985854	310735.25
City General Hospital	Avery Jones	36	19.5630081300813	10.702137018258142	1.5358607203287284	295508.13
Northside Urgent Care	Alex Brown	11	20.137014314928425	10.581438670904161	-0.863494520839829	297283.06
City General Hospital	Taylor Miller	6	19.5630081300813	10.702137018258142	-1.2673177428902689	295508.13
City General Hospital	Cameron Wilson	5	19.5630081300813	10.702137018258142	-1.3607570249975687	295508.13
Surgical Specialty Center	Quinn Wilson	37	20.778181818181817	11.35813247735185	1.428211742922046	349909.18
Regional Medical Center	Taylor Rodriguez	6	20.209205020920503	11.57593465333748	-1.2274779917510867	316284.98
Surgical Specialty Center	Alex Miller	27	20.778181818181817	11.35813247735185	0.5477853154314326	349909.18
Pediatric Care Center	Cameron Anderson	1	19.811676082862522	10.999242478915267	-1.7102701498692399	361811.04
Pediatric Care Center	Drew Jones	8	19.811676082862522	10.999242478915267	-1.073862686953636	361811.04
Regional Medical Center	Alex Garcia	33	20.209205020920503	11.57593465333748	1.1049470614791141	316284.98
City General Hospital	Cameron Johnson	39	19.5630081300813	10.702137018258142	1.816178566650628	295508.13
Primary Care Clinic	Quinn Jones	12	20.102970297029703	11.077168491755957	-0.7315019450196353	323315.71
Primary Care Clinic	Drew Garcia	38	20.102970297029703	11.077168491755957	1.615668274459302	323315.71
Pediatric Care Center	Alex Williams	8	19.811676082862522	10.999242478915267	-1.073862686953636	361811.04
Cardiology Specialty Center	Quinn Smith	23	19.31972789115646	10.484611924077868	0.3510165312262831	276658.83
Northside Urgent Care	Taylor Williams	8	20.137014314928425	10.581438670904161	-1.1470098435954308	297283.06
Northside Urgent Care	Jordan Anderson	32	20.137014314928425	10.581438670904161	1.121112738449384	297283.06
Community Health Clinic	Casey Garcia	26	20.16078431372549	11.04401051893677	0.5287223944836177	334992.21
Pediatric Care Center	Jamie Rodriguez	19	19.811676082862522	10.999242478915267	-0.0737938166576876	361811.04
Emergency Medical Center	Jordan Anderson	17	19.66868686868687	11.023866696226115	-0.2420826505095949	310735.25
Oncology Treatment Center	Jordan Jones	30	19.3811394891945	10.87238600488255	0.9766817059325159	334927.3
Community Health Clinic	Drew Miller	28	20.16078431372549	11.04401051893677	0.7098160285915056	334992.21
Surgical Specialty Center	Jordan Johnson	7	20.778181818181817	11.35813247735185	-1.2130675395497943	349909.18
Surgical Specialty Center	Casey Garcia	28	20.778181818181817	11.35813247735185	0.635827958180494	349909.18
Community Health Clinic	Sam Miller	33	20.16078431372549	11.04401051893677	1.1625501138612253	334992.21
Pediatric Care Center	Cameron Garcia	23	19.811676082862522	10.999242478915267	0.28986759072265733	361811.04
Surgical Specialty Center	Casey Rodriguez	24	20.778181818181817	11.35813247735185	0.2836573871842486	349909.18
Surgical Specialty Center	Riley Jones	9	20.778181818181817	11.35813247735185	-1.0369822540516715	349909.18
Pediatric Care Center	Quinn Davis	18	19.811676082862522	10.999242478915267	-0.16470916850277384	361811.04
Oncology Treatment Center	Avery Davis	25	19.3811394891945	10.87238600488255	0.5168010506876958	334927.3
Surgical Specialty Center	Drew Smith	34	20.778181818181817	11.35813247735185	1.164083814674862	349909.18
Pediatric Care Center	Avery Smith	21	19.811676082862522	10.999242478915267	0.10803688703248487	361811.04
Oncology Treatment Center	Jamie Johnson	14	19.3811394891945	10.87238600488255	-0.4949363908509087	334927.3
Pediatric Care Center	Jordan Wilson	25	19.811676082862522	10.999242478915267	0.4716982944128298	361811.04
Regional Medical Center	Alex Martinez	16	20.209205020920503	11.57593465333748	-0.36361686092508644	316284.98
Pediatric Care Center	Jordan Garcia	21	19.811676082862522	10.999242478915267	0.10803688703248487	361811.04
Northside Urgent Care	Cameron Davis	24	20.137014314928425	10.581438670904161	0.3650718777677791	297283.06
Pediatric Care Center	Jamie Rodriguez	9	19.811676082862522	10.999242478915267	-0.9829473351085499	361811.04
Regional Medical Center	Alex Brown	15	20.209205020920503	11.57593465333748	-0.45000297400768646	316284.98
Community Health Clinic	Quinn Williams	12	20.16078431372549	11.04401051893677	-0.7389330442715972	334992.21
Surgical Specialty Center	Riley Miller	37	20.778181818181817	11.35813247735185	1.428211742922046	349909.18
Regional Medical Center	Avery Martinez	20	20.209205020920503	11.57593465333748	-0.018072408594686316	316284.98
Cardiology Specialty Center	Cameron Miller	4	19.31972789115646	10.484611924077868	-1.4611630837737322	276658.83
Community Health Clinic	Taylor Jones	3	20.16078431372549	11.04401051893677	-1.5538543977570927	334992.21
Regional Medical Center	Jordan Smith	25	20.209205020920503	11.57593465333748	0.41385815681831384	316284.98
City General Hospital	Avery Jones	19	19.5630081300813	10.702137018258142	-0.052607075495370026	295508.13
Regional Medical Center	Jordan Smith	16	20.209205020920503	11.57593465333748	-0.36361686092508644	316284.98
City General Hospital	Taylor Martinez	29	19.5630081300813	10.702137018258142	0.881785745577629	295508.13
Cardiology Specialty Center	Riley Jones	9	19.31972789115646	10.484611924077868	-0.9842737114053072	276658.83
Primary Care Clinic	Sam Rodriguez	38	20.102970297029703	11.077168491755957	1.615668274459302	323315.71
Surgical Specialty Center	Taylor Wilson	24	20.778181818181817	11.35813247735185	0.2836573871842486	349909.18
City General Hospital	Jordan Brown	28	19.5630081300813	10.702137018258142	0.7883464634703291	295508.13
City General Hospital	Cameron Wilson	5	19.5630081300813	10.702137018258142	-1.3607570249975687	295508.13
Regional Medical Center	Sam Williams	15	20.209205020920503	11.57593465333748	-0.45000297400768646	316284.98
Pediatric Care Center	Avery Davis	36	19.811676082862522	10.999242478915267	1.4717671647087784	361811.04
Community Health Clinic	Taylor Davis	37	20.16078431372549	11.04401051893677	1.524737382077001	334992.21
City General Hospital	Sam Brown	5	19.5630081300813	10.702137018258142	-1.3607570249975687	295508.13
Emergency Medical Center	Taylor Wilson	3	19.66868686868687	11.023866696226115	-1.5120544658248807	310735.25
Surgical Specialty Center	Taylor Johnson	39	20.778181818181817	11.35813247735185	1.6042970284201687	349909.18
Pediatric Care Center	Cameron Brown	9	19.811676082862522	10.999242478915267	-0.9829473351085499	361811.04
Surgical Specialty Center	Quinn Jones	9	20.778181818181817	11.35813247735185	-1.0369822540516715	349909.18
Primary Care Clinic	Jamie Wilson	8	20.102970297029703	11.077168491755957	-1.0926050557087026	323315.71
Community Health Clinic	Alex Garcia	24	20.16078431372549	11.04401051893677	0.3476287603757299	334992.21
Primary Care Clinic	Avery Martinez	20	20.102970297029703	11.077168491755957	-0.00929572364150075	323315.71
Pediatric Care Center	Avery Jones	36	19.811676082862522	10.999242478915267	1.4717671647087784	361811.04
Regional Medical Center	Taylor Anderson	7	20.209205020920503	11.57593465333748	-1.1410918786684867	316284.98
Primary Care Clinic	Alex Miller	2	20.102970297029703	11.077168491755957	-1.6342597217423036	323315.71
Surgical Specialty Center	Drew Jones	26	20.778181818181817	11.35813247735185	0.4597426726823713	349909.18
Northside Urgent Care	Avery Garcia	27	20.137014314928425	10.581438670904161	0.6485872005233809	297283.06
Oncology Treatment Center	Alex Martinez	18	19.3811394891945	10.87238600488255	-0.1270318666550525	334927.3
City General Hospital	Alex Rodriguez	31	19.5630081300813	10.702137018258142	1.0686643097922288	295508.13
Surgical Specialty Center	Casey Smith	34	20.778181818181817	11.35813247735185	1.164083814674862	349909.18
Surgical Specialty Center	Casey Miller	28	20.778181818181817	11.35813247735185	0.635827958180494	349909.18
Regional Medical Center	Sam Martinez	12	20.209205020920503	11.57593465333748	-0.7091613132554866	316284.98
Oncology Treatment Center	Quinn Jones	30	19.3811394891945	10.87238600488255	0.9766817059325159	334927.3
Primary Care Clinic	Drew Jones	34	20.102970297029703	11.077168491755957	1.2545651637702349	323315.71
Cardiology Specialty Center	Casey Anderson	28	19.31972789115646	10.484611924077868	0.8279059035947082	276658.83
Pediatric Care Center	Riley Miller	4	19.811676082862522	10.999242478915267	-1.437524094333981	361811.04
Cardiology Specialty Center	Avery Garcia	21	19.31972789115646	10.484611924077868	0.16026078227891308	276658.83
Oncology Treatment Center	Jamie Martinez	25	19.3811394891945	10.87238600488255	0.5168010506876958	334927.3
City General Hospital	Riley Miller	2	19.5630081300813	10.702137018258142	-1.6410748713194685	295508.13
Regional Medical Center	Riley Smith	16	20.209205020920503	11.57593465333748	-0.36361686092508644	316284.98
Cardiology Specialty Center	Avery Smith	16	19.31972789115646	10.484611924077868	-0.316628590089512	276658.83
Surgical Specialty Center	Alex Johnson	22	20.778181818181817	11.35813247735185	0.10757210168612592	349909.18
City General Hospital	Drew Johnson	20	19.5630081300813	10.702137018258142	0.04083220661192988	295508.13
Oncology Treatment Center	Riley Miller	39	19.3811394891945	10.87238600488255	1.8044668853731922	334927.3
Northside Urgent Care	Avery Davis	25	20.137014314928425	10.581438670904161	0.4595769853529797	297283.06
Regional Medical Center	Jordan Miller	22	20.209205020920503	11.57593465333748	0.15469981757051376	316284.98
Cardiology Specialty Center	Casey Garcia	22	19.31972789115646	10.484611924077868	0.2556386567525981	276658.83
City General Hospital	Quinn Rodriguez	25	19.5630081300813	10.702137018258142	0.5080286171484294	295508.13
Regional Medical Center	Jordan Garcia	5	20.209205020920503	11.57593465333748	-1.3138641048336868	316284.98
City General Hospital	Taylor Davis	25	19.5630081300813	10.702137018258142	0.5080286171484294	295508.13
Primary Care Clinic	Taylor Smith	38	20.102970297029703	11.077168491755957	1.615668274459302	323315.71
Community Health Clinic	Taylor Davis	39	20.16078431372549	11.04401051893677	1.7058310161848889	334992.21
City General Hospital	Taylor Anderson	35	19.5630081300813	10.702137018258142	1.4424214382214284	295508.13
Emergency Medical Center	Riley Miller	35	19.66868686868687	11.023866696226115	1.3907382548957723	310735.25
Cardiology Specialty Center	Casey Johnson	19	19.31972789115646	10.484611924077868	-0.03049496666845696	276658.83
Community Health Clinic	Quinn Rodriguez	35	20.16078431372549	11.04401051893677	1.343643747969113	334992.21
Primary Care Clinic	Quinn Rodriguez	35	20.102970297029703	11.077168491755957	1.3448409414425015	323315.71
Cardiology Specialty Center	Jordan Anderson	3	19.31972789115646	10.484611924077868	-1.5565409582474172	276658.83
Oncology Treatment Center	Morgan Miller	34	19.3811394891945	10.87238600488255	1.3445862301283722	334927.3
Primary Care Clinic	Sam Johnson	22	20.102970297029703	11.077168491755957	0.1712558317030329	323315.71
City General Hospital	Quinn Brown	14	19.5630081300813	10.702137018258142	-0.5198034860318695	295508.13
Surgical Specialty Center	Riley Smith	21	20.778181818181817	11.35813247735185	0.01952945893706458	349909.18
Community Health Clinic	Avery Garcia	27	20.16078431372549	11.04401051893677	0.6192692115375616	334992.21
Regional Medical Center	Morgan Anderson	19	20.209205020920503	11.57593465333748	-0.10445852167728635	316284.98
